latitude,longitude,postcode
40.8285,140.7755,300902
40.8318,140.7932,300913
40.8245,140.7887,300914
40.8408,140.8078,300921
40.8363,140.8237,300923
40.8315,140.8078,300936
40.8116,140.7696,300945
40.7983,140.8038,300951
40.7983,140.8038,300952
40.825,140.7793,300961
40.8171,140.7805,300963
40.9906,140.6524,301203
41.0423,140.6436,301303
41.175,140.4844,301502
41.194,140.5081,301511
41.0802,140.5931,301729
40.5084,141.5019,310001
40.5046,141.4967,310003
40.4972,141.5071,310011
40.4972,141.5071,310012
40.503,141.4873,310021
40.4649,141.4832,310023
40.5078,141.4868,310041
40.5144,141.4927,310075
40.5144,141.4809,310077
40.5141,141.4975,310081
40.5112,141.494,310082
40.5333,141.3329,310111
40.5333,141.3329,310202
40.5192,141.503,310801
40.5193,141.5147,310802
40.403,141.4102,310803
40.5114,141.5094,310804
40.4833,141.5333,310813
40.5347,141.1916,310814
40.4737,141.4815,310815
40.6432,140.511,310822
40.5076,141.54,310823
40.5002,141.465,310833
40.5336,141.5542,310841
40.6811,141.3641,330001
40.6868,141.3897,330022
40.6775,141.367,330037
40.6704,141.3604,330044
40.6673,141.3444,330053
40.6675,141.3262,330071
40.6675,141.3262,330071
40.6675,141.3262,330071
40.6675,141.3262,330071
40.6164,141.2508,340001
40.6144,141.2128,340015
40.6071,141.2191,340035
40.5607,141.1668,340061
40.6071,141.2191,340081
40.6071,141.2191,340085
40.6071,141.2191,340089
40.6238,141.147,340106
40.6622,141.1994,340107
40.549,141.2631,340212
40.5858,141.1199,340301
40.5795,141.1471,340302
41.2908,141.034,350011
41.35,141.2167,350022
40.8191,140.7447,350036
41.2908,141.034,350053
40.6565,140.5396,350054
40.6949,140.4668,350081
41.2908,141.034,350082
41.2908,141.034,350094
41.2731,141.1553,350096
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360101
40.591,140.5586,360112
40.591,140.5586,360112
40.591,140.5586,360112
40.591,140.5586,360112
40.591,140.5586,360112
40.591,140.5586,360112
40.591,140.5586,360115
40.591,140.5586,360115
40.591,140.5586,360115
40.591,140.5586,360115
40.591,140.5586,360115
40.591,140.5586,360115
40.591,140.5586,360115
40.591,140.5586,360115
40.6457,140.5944,360211
40.6457,140.5944,360211
40.6457,140.5944,360211
40.6457,140.5944,360211
40.6457,140.5944,360211
40.6457,140.5944,360211
40.6457,140.5944,360211
40.6457,140.5944,360211
40.6457,140.5944,360221
40.6457,140.5944,360221
40.6457,140.5944,360221
40.6457,140.5944,360221
40.6457,140.5944,360221
40.6569,140.6059,360321
40.6381,140.6106,360333
40.6458,140.5835,360351
40.6492,140.5946,360381
40.6488,140.5857,360388
40.6077,140.6673,360411
40.6691,140.6118,360537
40.7345,140.3511,361202
40.6113,140.4054,361331
40.6278,140.2568,361345
40.5912,140.331,361441
40.5849,140.4008,361504
40.6103,140.4852,368021
40.6045,140.4748,368032
40.6092,140.481,368045
40.6037,140.5027,368085
40.6488,140.4979,368096
40.5896,140.4913,368103
40.5545,140.5426,368124
40.5666,140.4749,368144
40.5797,140.483,368152
40.5802,140.4769,368154
40.5802,140.4798,368155
40.588,140.4753,368174
40.5934,140.477,368185
40.5902,140.4562,368228
40.5757,140.4454,368247
40.6658,140.4285,368302
40.609,140.4701,368345
40.6056,140.4653,368356
40.6095,140.4533,368367
40.6419,140.4228,368382
40.6536,140.4097,368385
40.8003,140.4685,370004
40.8061,140.4594,370006
40.7827,140.463,370023
40.7941,140.4451,370035
40.8035,140.4417,370044
40.8011,140.4428,370045
40.8201,140.449,370064
40.7951,140.4535,370066
40.9165,140.4701,370071
40.8371,140.4594,370092
40.8207,140.4701,370093
40.8776,140.4032,370104
40.9058,140.4598,370202
40.9957,140.4238,370303
40.9695,140.4386,370305
41.053,140.3486,370401
40.8479,140.4567,370511
40.7589,140.5247,370641
40.8304,140.7197,380002
40.8283,140.7006,380003
40.828,140.7265,380011
40.8206,140.7264,380013
40.8067,140.7193,380021
40.8162,140.7215,380022
40.8174,140.7035,380031
40.8256,140.6683,380042
40.9054,140.6669,380052
40.8667,140.6833,380057
40.8526,140.6824,380058
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.4781,140.6292,380101
40.51,140.5635,380221
40.6331,140.5444,381121
40.6696,140.5443,381214
40.7107,140.5905,381311
40.7107,140.5905,381331
40.5746,139.9293,382203
40.6611,139.949,382321
40.6413,139.932,382324
40.7527,140.085,382504
40.7688,140.1781,382731
40.739,140.2238,382761
40.788,140.3609,382816
40.7814,140.3301,382817
40.7944,140.3985,383105
40.8149,140.3861,383141
40.9519,140.3634,383303
40.7522,140.432,383503
40.7001,140.4395,383614
40.6967,140.4702,383642
40.7064,140.4636,383684
40.6531,140.4996,383802
40.4177,141.2875,390105
40.3678,141.2793,390112
40.3846,141.2377,390141
40.3342,141.15,390201
40.3396,141.142,390202
40.3784,141.1563,390453
40.4318,141.3385,390502
40.4527,141.4156,390813
40.4607,141.3754,390815
40.4998,141.4388,391101
40.4952,141.4531,391104
40.492,141.4319,391105
40.4974,141.4405,391109
40.4846,141.4576,391113
40.5399,141.465,391161
40.506,141.4719,391166
40.4998,141.4771,391167
40.6553,141.2456,391201
40.6553,141.2456,391202
40.5584,141.3933,391501
40.5044,141.2745,391522
40.5114,141.2997,391522
40.5183,141.3249,391522
40.5114,141.2997,391522
40.5006,141.3424,391524
40.4078,141.2234,391569
40.6059,141.4318,391569
40.5143,141.2257,391702
40.4451,141.2044,391802
40.5966,141.181,392135
40.823,141.2267,392185
40.5983,141.4327,392223
40.613,141.4388,392231
40.5725,141.4494,392241
40.5921,141.3117,392371
40.7284,141.26,392405
40.823,141.2267,392516
40.5049,141.2978,392567
40.4557,141.1557,392654
40.5771,141.2533,392827
40.9168,140.7319,393101
40.4867,141.0588,393156
40.823,141.2267,393157
40.4627,141.3823,393157
40.9667,141.3733,393212
40.8464,141.3631,393215
40.9203,140.9556,393321
40.9167,141.0167,393332
40.8862,140.9824,393351
40.9165,140.9107,393363
40.8408,140.8244,393507
40.6369,141.0999,394142
41.2133,141.394,394222
41.0881,141.3911,394301
41.0673,141.0211,394401
41.4862,140.9818,394502
41.5273,140.9109,394601
41.4916,140.9125,394602
41.4302,140.8643,394711
41.3685,140.8307,394712
40.6249,141.1976,395201
40.6249,141.1976,395332
43.0027,144.3801,400000
43.0027,144.3801,400001
41.8372,140.9257,400002
41.8372,140.9257,400011
42.7895,143.3957,400012
41.8372,140.9257,400014
42.8968,143.9525,400021
42.9341,144.1386,400043
42.9341,144.1386,400044
41.8372,140.9257,400054
42.8968,143.9525,400063
42.8968,143.9525,400075
42.8968,143.9525,400081
42.9998,144.4014,410252
42.9998,144.4014,410263
41.7667,140.7167,410304
42.3167,141,410523
42.7905,143.6063,410611
42.9395,144.1317,410801
42.9395,144.1317,410802
42.9395,144.1317,410804
41.8199,140.7529,410806
41.8072,140.7485,410811
41.8162,140.7369,410812
42.7713,143.1642,410813
41.8061,140.7223,410821
41.8044,140.7825,410836
41.7959,140.7892,410841
43,144.3859,410844
41.7982,140.7693,410851
41.806,140.7655,410852
41.8943,140.6903,411111
41.8859,140.6968,411112
42.1284,142.9178,411112
41.8698,140.7133,411121
41.8641,140.5544,411201
41.8832,140.6356,411231
41.9794,140.717,411353
41.9794,140.717,411355
42.5713,142.2189,411403
42.5882,142.7138,411603
42.5882,142.7138,411611
42.5882,142.7138,411621
42.1447,141.5093,420907
42.15,140.4667,420915
42.15,140.4667,420916
41.7833,140.7833,420932
42.5008,143.2779,420941
41.8372,140.9257,420942
42.1447,141.5093,420953
42.9389,144.0996,430017
42.9389,144.0996,430022
41.8166,140.2436,430043
42.9378,144.0409,430056
42.0221,140.1832,430103
42.1298,139.9756,430416
42.2202,139.8697,430504
42.6089,141.9788,431113
42.1483,139.518,431402
42.4476,141.617,440055
42.4476,141.617,440057
42.7757,140.8163,440083
42.7757,140.8163,440121
42.7903,140.935,440201
42.7757,140.8163,440201
42.7757,140.8163,440201
42.7757,140.8163,440201
42.7757,140.8163,440201
42.7757,140.8163,440201
42.7757,140.8163,440201
42.9787,140.5993,450011
42.9787,140.5993,450012
42.9787,140.5993,450024
43.4167,141.5,450121
42.9264,143.1716,450202
42.9264,143.1716,450301
42.7632,141.6084,460003
43.0944,140.8259,460004
43.0944,140.8259,460015
43.2019,140.7768,460022
43.2019,140.7768,460023
43.2019,140.7768,460025
43.1877,140.6096,460121
42.9409,142.8662,460201
43.0833,140.8172,460501
43.1565,141.0275,470001
43.1565,141.0275,470002
43.0047,144.4709,470011
43.1565,141.0275,470014
43.1565,141.0275,470021
42.9787,144.3783,470023
42.9787,144.3783,470024
42.9787,144.3783,470026
42.9787,144.3783,470028
43.1565,141.0275,470032
43.1565,141.0275,470033
42.9315,143.588,470036
43.1565,141.0275,470045
43.1565,141.0275,470152
43.1181,142.8146,470155
43.1565,141.0275,470156
43.15,141.1167,470261
43.15,141.1167,470263
42.6681,140.3061,480101
42.6532,140.8623,480116
42.6703,140.3728,480134
42.6939,140.3499,480401
42.7751,140.3069,480411
42.6513,140.4828,480600
42.688,142.1829,481301
42.8564,141.4474,481501
43.0167,142.0833,481611
43.0167,142.0833,481612
42.7342,140.8728,481731
43.3,140.3667,482335
43.0944,140.8259,482405
43.0944,140.8259,482411
43.2,140.8667,482561
41.8274,140.7013,490101
41.8167,140.7167,490111
41.8266,140.6501,490156
41.7578,140.6036,490281
41.7333,140.5833,490282
41.7316,140.5744,490283
41.6743,140.4363,490431
41.8166,140.2436,490601
41.8,140.1167,490611
41.5635,140.4343,491103
41.519,140.1372,491321
42.4911,143.2685,491321
42.4911,143.2685,491321
41.519,140.1372,491331
41.5503,140.2589,491331
42.1083,141.2917,491501
42.1083,141.2917,491505
42.1274,140.698,492222
42.0435,141.7606,492311
42.1887,140.4318,492562
42.2209,140.3852,492672
43.1738,143.0648,493104
43.1738,143.0648,493105
43.1904,144.5978,493111
42.1899,140.2005,493116
43.3443,142.7577,493516
42.7252,143.3553,494308
42.6982,142.8599,494433
42.3748,139.8175,494514
42.6982,142.8599,494827
42.3794,142.7136,495411
42.3794,142.7136,495416
42.3787,143.07,495603
42.3787,143.07,495605
42.897,143.4733,495802
42.3813,140.9381,500054
42.3679,141.0091,500061
42.3654,140.9882,500064
42.7681,143.1379,500071
42.3656,141.0356,500072
42.3554,141.028,500073
42.3333,141.0167,500083
42.9915,144.3889,510003
42.9915,144.3889,510004
42.3141,140.9857,510005
42.3144,140.9772,510012
42.3256,140.9512,510034
43.3354,145.5854,520011
42.6096,141.0174,520012
43.3354,145.5854,520014
42.9803,144.3809,520021
42.9803,144.3809,520022
43.3193,145.5637,520031
43.3193,145.5637,520034
42.5759,141.0053,520101
42.6706,141.109,520317
42.6318,141.6061,530018
42.64,141.6063,530021
42.6509,141.5954,530034
42.6727,141.5991,530035
42.6498,141.6105,530045
42.6536,141.6084,530046
42.6657,141.6525,530052
42.6588,141.6316,530054
42.6291,141.57,530807
42.6245,141.5634,530811
42.6305,141.5393,530833
42.6441,141.5501,530842
42.6316,141.5647,530854
42.8347,142.1608,540032
42.7717,142.5743,540051
42.8975,142.1834,540211
42.517,142.0492,550001
42.517,142.0492,550007
42.7032,142.361,550107
42.7248,142.3017,550411
42.851,142.4619,552306
42.851,142.4619,552307
42.3399,142.3918,560002
42.3399,142.3918,560023
42.3399,142.3918,560024
42.3713,142.4182,560144
42.1569,142.8429,570002
42.1641,142.7954,570006
42.1641,142.7913,570007
42.1818,142.7654,570033
42.1306,142.9385,580015
42.0087,143.1583,580203
42.9921,144.3807,590003
42.8775,143.9988,590016
42.7608,143.62,590027
42.7608,143.62,590028
42.9981,144.3713,590034
42.9981,144.3713,590036
42.8263,143.5776,590273
42.4101,141.1093,590465
42.5584,141.3703,590903
42.554,141.3656,590904
42.5876,141.2427,590922
42.6091,141.4928,591263
42.6165,141.4987,591272
42.6122,141.4871,591273
42.6,141.4833,591276
42.6649,141.6941,591301
42.6757,141.714,591303
42.6757,141.714,591306
42.7101,141.7051,591365
42.6333,141.7214,591372
42.7581,141.8178,591502
43.0193,141.8936,591623
42.6548,141.7807,591747
42.7424,141.8566,591911
42.5095,142.329,592121
42.717,142.4067,592122
42.4286,142.2228,592243
42.53,141.449,592403
42.2717,142.5916,593107
42.1996,142.68,593451
42.8971,143.0917,600001
42.8971,143.0917,600002
42.8971,143.0917,600004
42.8971,143.0917,600005
43.0778,141.3492,600014
42.8971,143.0917,600031
42.8971,143.0917,600034
42.8971,143.0917,600041
42.8971,143.0917,600042
42.8971,143.0917,600053
42.8971,143.0917,600061
42.8971,143.0917,600062
42.8971,143.0917,600063
42.8971,143.0917,600806
42.8971,143.0917,600807
42.8971,143.0917,600809
42.8971,143.0917,600820
42.9954,143.9261,610205
42.5936,142.7797,610511
43.5255,141.7253,610518
42.7818,143.5197,610600
42.8656,142.9032,611102
42.8656,142.9032,611103
42.8656,142.9032,611105
42.9617,141.5149,611112
42.723,141.9329,611115
42.9617,141.5149,611121
42.9617,141.5149,611134
42.9126,143.4993,611137
42.4871,142.4402,611264
42.4871,142.4402,611268
42.9689,141.4739,611271
42.6429,142.4087,611362
42.9185,141.594,611371
42.9185,141.594,611373
42.9185,141.594,611375
42.9313,141.6289,611400
42.9313,141.6289,611407
42.8674,141.5717,611412
42.8851,141.5654,611425
42.7681,143.1379,611434
42.8072,143.6534,611449
42.9603,141.2661,612263
42.9554,141.2968,612285
42.971,141.1796,612303
42.3142,141.2668,613101
42.3142,141.2668,613208
42.3142,141.2668,613209
